Section,Databundelcode,Record ID,Uitvalreden,Informatie
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190044T140509N_29092,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190044T140513N_29097,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190044T141433N_29102,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190044T141587N_29104,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190044T141908N_29126,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190044T151894N_29130,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190045O_29133,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190045T123776N_29136,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190045T124929N_29138,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190045T1360N_29140,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190045T140295N_29141,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190045T140513N_29143,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190045T141908N_29148,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190045T151894N_29152,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190046O_29154,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190046T107388N_29157,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190046T123776N_29159,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190046T124929N_29161,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190046T1360N_29163,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190046T138333N_29165,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190046T140295N_29177,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190046T140513N_29179,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190046T141908N_29184,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047O_29187,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T107388N_29190,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T123776N_29192,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T124929N_29194,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T1360N_29196,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T138333N_29198,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T140295N_29216,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T140302N_29218,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T140509N_29221,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T140513N_29231,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T141433N_29237,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T141587N_29242,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190047T141908N_29251,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048O_29253,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T107388N_29256,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T123776N_29258,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T124929N_29260,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T125080N_29262,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T1360N_29264,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T138333N_29266,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T140295N_29281,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T140528N_29283,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T141433N_29286,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T141587N_29305,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190048T141908N_29312,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050O_29394,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050T107388N_29397,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050T123776N_29399,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050T124913N_29401,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050T124929N_29403,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050T1360N_29405,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050T138333N_29407,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050T140295N_29409,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050T140513N_29411,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190050T141433N_29416,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051O_29422,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T107199N_29424,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T107381N_29426,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T107388N_29428,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T123776N_29430,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T1360N_29432,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T138333N_29434,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T139604N_29461,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T140302N_29518,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T141433N_29521,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T141579N_29523,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T141587N_29574,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190051T141908N_29579,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190052O_29581,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190052T107388N_29584,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190052T138333N_29586,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190052T139604N_29599,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190052T140302N_29622,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190052T141433N_29629,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190052T141579N_29631,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190052T141587N_29642,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190052T141595N_29649,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057O_29984,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057T107388N_29987,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057T124929N_29989,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057T138333N_29991,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057T139604N_30014,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057T140301N_30037,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057T140302N_30041,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057T141587N_30044,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057T141595N_30047,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190057T141908N_30050,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190058O_30053,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190058T107381N_30056,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190058T107388N_30058,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190058T1360N_30060,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190058T138333N_30062,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190058T139604N_30065,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190058T141587N_30069,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190058T141595N_30078,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060O_30139,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060T107199N_30141,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060T107232N_30142,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060T107277N_30144,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060T107388N_30146,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060T123776N_30148,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060T138333N_30150,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060T139604N_30157,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060T141579N_30197,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190060T141587N_30221,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061O_30226,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061T107388N_30229,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061T123776N_30231,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061T138333N_30233,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061T139604N_30272,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061T140302N_30291,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061T141579N_30311,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061T141587N_30358,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061T141595N_30367,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190061T151616N_30372,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062O_30374,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062T107232N_30376,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062T107388N_30378,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062T124929N_30380,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062T1360N_30382,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062T138333N_30384,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062T141433N_30392,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062T141587N_30395,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062T141595N_30402,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190062T141908N_30405,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063O_30407,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T107388N_30410,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T123776N_30412,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T123867N_30414,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T124929N_30416,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T1360N_30418,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T138333N_30420,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T139604N_30432,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T140302N_30438,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T141433N_30445,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T141587N_30454,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190063T141908N_30466,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190064O_30467,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190064T107388N_30470,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190064T123867N_30472,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
Kolomwaarde controle,WMR_2024_01 Noordzeebenthos bodemschaaf_tijdkolom_3031,IMA2024_190064T124929N_30474,ongeldige code,Waardebewerkingsmethode 'NVT' niet in: {nan}
