groep;parameter;typegroep;elke_param_verplicht;
O2;O2;individuele param;ja;
T;T;individuele param;ja;
SALNTT;SALNTT;individuele param;ja;
Platichthys flesus;Platichthys flesus;individuele param;ja;
Pleuronectes platessa;Pleuronectes platessa;individuele param;ja;
Hg;Hg;individuele param;ja;
DS;DS;individuele param;ja;
VET;VET;individuele param;ja;
Nanorg;Nanorg;individuele param;ja;
PO4;PO4;individuele param;ja;
CHLFa;CHLFa;individuele param;ja;
Phaeocystis;Phaeocystis;individuele param;ja;
Corg;Corg;individuele param;ja;
DSslak;DSslak;individuele param;ja;
Nucella lapillus;Nucella lapillus;individuele param;ja;
Nassarius reticulatus;Nassarius reticulatus;individuele param;ja;
organotin;DC4ySn;Chemische stof;ja;
organotin;DFySn;Chemische stof;ja;
organotin;MC4ySn;Chemische stof;ja;
organotin;MFySn;Chemische stof;ja;
organotin;TC4ySn;Chemische stof;ja;
organotin;TFySn;Chemische stof;ja;
Phocoena Phocoena;Phocoena Phocoena;individuele param;ja;
Melanitta nigra;Melanitta nigra;individuele param;ja;
OSPAR_PLAIND;OSPAR_PLAIND;individuele param;ja;
OSPAR_PLATOT;OSPAR_PLATOT;individuele param;ja;
OSPAR_PLAUSE;OSPAR_PLAUSE;individuele param;ja;
OSPAR_PLATOT;OSPAR_PLAUSE;individuele param;nee;
zeehonden;Phoca vitulina;Biotaxon;nee;
zeehonden;Halichoerus grypus;Biotaxon;nee;
RIKILT-1 mg/kg;As;Chemische stof;ja;
RIKILT-1 mg/kg;Cd;Chemische stof;ja;
RIKILT-1 mg/kg;Hg;Chemische stof;ja;
RIKILT-1 mg/kg;Pb;Chemische stof;ja;
WSFR-1 ng/gX;5C1yChr;Chemische stof;ja;
RIKILT-1 ng/gX;aHBCD;Chemische stof;ja;
RIKILT-1 ng/g;BaA;Chemische stof;ja;
RIKILT-1 ng/g;BaP;Chemische stof;ja;
WSFR-1 ng/gX;BbF;Chemische stof;ja;
RIKILT-1 ng/g;BcFle;Chemische stof;ja;
RIKILT-1 ng/g;BghiPe;Chemische stof;ja;
RIKILT-1 ng/gX;bHBCD;Chemische stof;ja;
WSFR-1 ng/gX;BjF;Chemische stof;ja;
RIKILT-1 ng/g;BkF;Chemische stof;ja;
RIKILT-1 ng/gX;cHBCD;Chemische stof;ja;
RIKILT-1 ng/g;Chr;Chemische stof;ja;
RIKILT-1 ng/g;cycPecdPyr;Chemische stof;ja;
RIKILT-1 ng/g;DBaeP;Chemische stof;ja;
WSFR-1 ng/gX;DBahAnt;Chemische stof;ja;
RIKILT-1 ng/g;DBahP;Chemische stof;ja;
WSFR-1 ng/gX;DBaiP;Chemische stof;ja;
RIKILT-1 ng/g;DBalP;Chemische stof;ja;
RIKILT-1 ng/g;InP;Chemische stof;ja;
RIKILT-1 ng/g;PBDE100;Chemische stof;ja;
WSFR-1 ng/gX;PBDE119;Chemische stof;ja;
WSFR-1 ng/gX;PBDE138;Chemische stof;ja;
RIKILT-1 ng/g;PBDE153;Chemische stof;ja;
RIKILT-1 ng/g;PBDE154;Chemische stof;ja;
RIKILT-1 ng/g;PBDE17;Chemische stof;ja;
RIKILT-1 ng/g;PBDE183;Chemische stof;ja;
WSFR-1 ng/gX;PBDE190;Chemische stof;ja;
RIKILT-1 ng/g;PBDE209;Chemische stof;ja;
WSFR-1 ng/gX;PBDE28;Chemische stof;ja;
RIKILT-1 ng/g;PBDE47;Chemische stof;ja;
WSFR-1 ng/gX;PBDE49;Chemische stof;ja;
RIKILT-1 ng/g;PBDE66;Chemische stof;ja;
RIKILT-1 ng/g;PBDE71;Chemische stof;ja;
RIKILT-1 ng/g;PBDE75;Chemische stof;ja;
RIKILT-1 ng/g;PBDE77;Chemische stof;ja;
RIKILT-1 ng/g;PBDE85;Chemische stof;ja;
RIKILT-1 ng/g;PBDE99;Chemische stof;ja;
RIKILT-1 ng/g;PCB101;Chemische stof;ja;
RIKILT-1 ng/g;PCB138;Chemische stof;ja;
RIKILT-1 ng/g;PCB153;Chemische stof;ja;
RIKILT-1 ng/g;PCB180;Chemische stof;ja;
RIKILT-1 ng/g;PCB28;Chemische stof;ja;
RIKILT-1 ng/g;PCB52;Chemische stof;ja;
RIKILT-1 ng/gX;T4BrbFolA;Chemische stof;ja;
RIKILT-1 ng/g;24DDD;Chemische stof;ja;
RIKILT-1 ng/g;24DDE;Chemische stof;ja;
RIKILT-1 ng/g;44DDD;Chemische stof;ja;
RIKILT-1 ng/g;44DDE;Chemische stof;ja;
RIKILT-1 ng/g;44DDT;Chemische stof;ja;
RIKILT-1 ng/g;aedsfn;Chemische stof;ja;
RIKILT-1 ng/g;aHCH;Chemische stof;ja;
RIKILT-1 ng/g;aldn;Chemische stof;ja;
RIKILT-1 ng/g;bHCH;Chemische stof;ja;
RIKILT-1 ng/g;bHpClepO;Chemische stof;ja;
RIKILT-1 ng/g;cCldn;Chemische stof;ja;
RIKILT-1 ng/g;cHCH;Chemische stof;ja;
RIKILT-1 ng/g;dieldn;Chemische stof;ja;
RIKILT-1 ng/g;HCB;Chemische stof;ja;
RIKILT-1 ng/g;HpCl;Chemische stof;ja;
RIKILT-1 ng/g;HxClbtDen;Chemische stof;ja;
RIKILT-1 ng/g;L_PFBS;Chemische stof;ja;
RIKILT-1 ng/g;L_PFDS;Chemische stof;ja;
RIKILT-1 ng/g;L_PFHpS;Chemische stof;ja;
RIKILT-1 ng/g;L_PFHxS;Chemische stof;ja;
RIKILT-1 ng/g;oCldn;Chemische stof;ja;
RIKILT-1 ng/g;PeClBen;Chemische stof;ja;
RIKILT-1 ng/g;PFBA;Chemische stof;ja;
RIKILT-1 ng/g;PFDA;Chemische stof;ja;
RIKILT-1 ng/g;PFDoA;Chemische stof;ja;
RIKILT-1 ng/g;PFHpA;Chemische stof;ja;
RIKILT-1 ng/g;PFHxA;Chemische stof;ja;
RIKILT-1 ng/g;PFNA;Chemische stof;ja;
RIKILT-1 ng/g;PFOA;Chemische stof;ja;
RIKILT-1 ng/g;PFOS;Chemische stof;ja;
RIKILT-1 ng/g;PFPA;Chemische stof;ja;
RIKILT-1 ng/g;PFTDA;Chemische stof;ja;
RIKILT-1 ng/g;PFTeDA;Chemische stof;ja;
RIKILT-1 ng/g;PFUdA;Chemische stof;ja;
RIKILT-1 ng/g;SCB6;Chemische stof;ja;
RIKILT-1 ng/g;som PAH [ub];Chemische stof;ja;
RIKILT-1 ng/g;som PAH4 [lb];Chemische stof;ja;
RIKILT-1 ng/g;tCldn;Chemische stof;ja;
RIKILT-1 ng/g;tHpClepO;Chemische stof;ja;
RIKILT-1 ng/g;SCB6;Chemische stof;ja;
RIKILT-1 pg/g;SumDioxins;Chemische stof;ja;
RIKILT-1 pg/gX;Total dioxin-like PCBs;Chemische stof;ja;
RIKILT-1 pg/gX;Total dioxins and dioxin-like PCBs;Chemische stof;ja;
RIKILT-1 pg/g;PCB101;Chemische stof;ja;
RIKILT-1 pg/g;PCB105;Chemische stof;ja;
RIKILT-1 pg/g;PCB114;Chemische stof;ja;
RIKILT-1 pg/g;PCB118;Chemische stof;ja;
RIKILT-1 pg/g;PCB123;Chemische stof;ja;
RIKILT-1 pg/g;PCB126;Chemische stof;ja;
RIKILT-1 pg/g;PCB138;Chemische stof;ja;
RIKILT-1 pg/g;PCB153;Chemische stof;ja;
RIKILT-1 pg/g;PCB156;Chemische stof;ja;
RIKILT-1 pg/g;PCB157;Chemische stof;ja;
RIKILT-1 pg/g;PCB167;Chemische stof;ja;
RIKILT-1 pg/g;PCB169;Chemische stof;ja;
RIKILT-1 pg/g;PCB180;Chemische stof;ja;
RIKILT-1 pg/g;PCB189;Chemische stof;ja;
RIKILT-1 pg/g;PCB28;Chemische stof;ja;
RIKILT-1 pg/g;PCB52;Chemische stof;ja;
RIKILT-1 pg/g;PCB77;Chemische stof;ja;
RIKILT-1 pg/g;PCB81;Chemische stof;ja;
RIKILT-1 pg/g;PCDD48;Chemische stof;ja;
